Machine_ID,Timestamp,temprature_C,Vibration_m_s2,Pressure_bar,Humidity_%,Oil_Level_%,Load_Capacity_%,Maintenance_History,Failure_Type
1011,23-01-2024 19:10,61.95,0.84,3.7,30,48.09,81.37,0,Wear
1080,02-01-2024 05:43,71.89,0.5,3.01,50,39.7,77.43,1,Good_Maintenance
1073,20-01-2024 17:10,78.44,0.7,2.69,40,43.87,74.98,0,Mechanical
1097,06-01-2024 20:17,62.77,0.72,3.32,62,60.25,79.55,1,Good_Maintenance
1005,05-01-2024 13:26,76.3,0.96,2.63,33,40,80.72,1,Mechanical
1007,13-01-2024 02:26,63.1,0.85,3.79,42,55.62,90.2,1,Good_Maintenance
1050,22-01-2024 08:30,64.08,0.68,3.36,57,57.62,74.85,1,Good_Maintenance
1010,08-01-2024 13:12,61.44,0.71,2.35,74,73.99,81.54,0,Wear
1062,20-01-2024 22:15,80.65,0.79,3.35,43,43.13,82.32,1,Overheating
1056,01-01-2024 20:34,82.85,0.5,3.05,33,38.82,79.52,0,Mechanical
1011,25-01-2024 03:12,64.17,0.86,3.71,70,32.8,87.2,0,Wear
1072,21-01-2024 00:32,63.53,0.6,3.14,68,56.6,81.27,0,Hydraulic
1001,13-01-2024 11:38,74.98,0.7,3.15,66,54.29,84.39,0,Hydraulic
1007,16-01-2024 17:21,83.82,0.65,3.04,33,48.96,76.85,0,Hydraulic
1010,19-01-2024 20:07,82.91,0.49,3.08,68,53.23,73.79,1,Overheating
1052,25-01-2024 02:40,66.92,0.54,2.37,29,50.83,79.05,0,Hydraulic
1099,13-01-2024 13:19,68.53,0.48,2.97,47,45.91,78.98,1,Good_Maintenance
1009,13-01-2024 00:58,60.15,0.63,2.8,66,46.64,78.23,0,Hydraulic
1084,03-01-2024 06:51,66.83,0.37,3.03,58,49.03,81.41,0,Hydraulic
1083,06-01-2024 22:28,70.77,0.45,3.64,62,74.51,77.69,1,Good_Maintenance
1007,24-01-2024 10:16,59.2,0.53,3.85,46,59.1,77.82,0,Electrical
1035,20-01-2024 11:02,65.64,0.58,3.28,29,38.35,87.25,1,Good_Maintenance
1092,03-01-2024 22:34,71.78,0.82,2.96,25,53.97,75.17,1,Good_Maintenance
1075,19-01-2024 13:20,57.84,0.75,2.63,50,49.93,86.68,0,Wear
1013,29-01-2024 13:06,73.75,0.58,3,42,68.06,84.27,0,Hydraulic
1053,28-01-2024 20:37,78.16,0.87,2.7,50,62.59,85.7,0,Wear
1084,10-01-2024 06:48,74.56,0.65,3.11,39,48.99,85.7,1,Good_Maintenance
1085,07-01-2024 01:34,66.03,0.7,3.18,26,49.72,79.43,1,Good_Maintenance
1020,29-01-2024 22:11,79.38,0.32,3.27,39,38.63,76.6,1,Overheating
1049,24-01-2024 11:13,81.1,0.46,3.24,35,56.55,78.45,1,Overheating
1093,09-01-2024 11:17,72.54,0.76,2.43,69,61.47,79.97,0,Wear
1038,03-01-2024 07:59,71.19,0.7,2.82,44,51.22,74.14,1,Good_Maintenance
1019,27-01-2024 09:45,65.04,0.87,2.82,71,52.65,82.04,1,Good_Maintenance
1087,25-01-2024 19:19,66.75,0.86,3.02,66,46.73,77.93,1,Good_Maintenance
1086,06-01-2024 03:09,78.58,0.52,3.24,41,58.82,80.91,1,Overheating
1006,11-01-2024 09:12,84.8,0.77,2.89,29,36.59,79.04,1,Overheating
1008,21-01-2024 04:35,66.68,0.45,4.46,57,38.81,84.63,0,Electrical
1000,14-01-2024 03:39,68.63,0.36,3.69,68,59.29,82.68,1,Good_Maintenance
1025,11-01-2024 20:24,64.82,0.65,2.79,49,35.89,76.93,1,Good_Maintenance
1037,02-01-2024 04:55,66.55,0.71,3.73,31,43.67,80.43,1,Good_Maintenance
1037,17-01-2024 21:15,59.94,0.65,3.87,58,47.21,69.14,0,Electrical
1060,13-01-2024 02:22,73.43,0.74,2.7,39,54.71,77.77,1,Good_Maintenance
1043,28-01-2024 04:17,59.86,0.51,2.73,37,51.54,81.36,1,Good_Maintenance
1085,05-01-2024 22:47,65.61,0.75,3.25,56,19.22,75.2,0,Wear
1043,25-01-2024 18:40,69.51,0.52,3.62,63,55.81,83.81,1,Good_Maintenance
1073,09-01-2024 18:06,59.49,0.96,3.33,38,47.79,73.51,1,Good_Maintenance
1061,23-01-2024 17:43,63.81,0.73,2.51,44,60.67,81.53,1,Wear
1005,24-01-2024 14:50,61,0.84,2.88,40,40.3,79.23,0,Wear
1016,11-01-2024 20:36,78.8,0.41,2.96,54,65.76,85.46,1,Overheating
1050,18-01-2024 14:28,81.4,0.54,3.54,65,38.24,77.22,1,Overheating
1037,08-01-2024 00:28,63.69,0.59,2.63,43,45.37,79.11,1,Good_Maintenance
1023,06-01-2024 14:58,92.11,0.43,2.7,46,62.6,86.65,0,Hydraulic
1050,26-01-2024 03:00,62.53,0.84,3.22,61,72.55,86.71,1,Good_Maintenance
1009,14-01-2024 02:43,66.61,0.61,3.2,34,38.26,70.48,1,Good_Maintenance
1071,05-01-2024 23:20,73.94,0.37,3.56,32,74.93,72.62,0,Electrical
1020,14-01-2024 20:09,74.7,0.53,2.95,53,26.2,87.01,0,Mechanical
1069,13-01-2024 05:17,67.45,0.43,3.63,38,57.56,85.83,1,Good_Maintenance
1084,08-01-2024 17:23,78.75,0.71,3.57,35,67.61,84.06,1,Overheating
1056,20-01-2024 16:37,79.59,0.69,3.16,54,39.68,79.47,1,Overheating
1038,04-01-2024 10:40,69.94,0.7,2.98,57,62.29,79.88,1,Good_Maintenance
1087,24-01-2024 07:16,68.8,0.75,3.87,66,44.89,72.67,0,Wear
1032,13-01-2024 16:15,65.12,0.93,3.39,58,42.5,77.83,1,Good_Maintenance
1058,10-01-2024 06:30,61.68,0.87,3.08,63,36.44,84.47,0,Wear
1017,22-01-2024 10:41,63.6,0.53,2.81,73,49.21,79.43,1,Good_Maintenance
1055,13-01-2024 18:49,74.36,0.92,3.72,61,51.43,84.62,1,Good_Maintenance
1091,23-01-2024 15:55,70.01,0.57,2.94,66,38.06,85.26,0,Mechanical
1056,02-01-2024 16:46,68.05,0.62,2.98,61,64.24,84.79,1,Good_Maintenance
1095,22-01-2024 06:57,65.43,0.61,2.9,29,43.92,82.26,1,Good_Maintenance
1075,15-01-2024 17:27,65.6,0.7,3.05,65,49.62,78.65,0,Hydraulic
1047,07-01-2024 01:52,69.64,0.32,3.36,67,52.32,81.19,0,Hydraulic
1041,10-01-2024 08:00,69.01,0.6,2.99,71,79.96,75.05,1,Good_Maintenance
1026,05-01-2024 12:19,69.99,0.64,3.16,29,62.83,71.87,1,Good_Maintenance
1073,15-01-2024 16:19,66.44,0.35,2.92,41,58.16,81,0,Hydraulic
1051,11-01-2024 06:07,64.63,0.34,3.4,43,45.59,77.03,1,Good_Maintenance
1041,16-01-2024 12:23,70.07,0.48,3.16,70,53.74,76.57,0,Hydraulic
1031,20-01-2024 05:52,75.2,0.49,2.71,50,54.77,79.19,1,Overheating
1025,14-01-2024 15:53,65.93,0.61,3.15,26,49.69,84.39,0,Hydraulic
1024,21-01-2024 11:28,50.9,0.58,3.29,38,59.58,85.84,0,Hydraulic
1074,19-01-2024 10:00,59.06,0.78,3.03,52,81.31,75.34,1,Good_Maintenance
1022,11-01-2024 23:04,78.59,0.54,2.37,28,38.9,89.82,0,Mechanical
1097,27-01-2024 10:39,77.95,0.55,3.7,27,54.14,82.04,0,Electrical
1056,15-01-2024 05:31,75.17,0.75,2.8,39,53.91,82.76,0,Wear
1051,25-01-2024 11:48,74.1,0.31,3.45,46,47.63,75.09,1,Good_Maintenance
1086,11-01-2024 05:18,78.14,0.87,3.05,72,43.31,79.75,0,Wear
1092,25-01-2024 17:17,67.25,0.37,3.16,66,42.79,79.5,1,Good_Maintenance
1030,23-01-2024 18:55,71.11,0.75,3.12,74,72.41,71.22,0,Wear
1063,25-01-2024 09:32,63.83,0.73,3.6,43,51.59,79.81,0,Wear
1070,19-01-2024 15:12,68.6,0.83,3.29,58,60.13,84,1,Good_Maintenance
1032,23-01-2024 03:02,85.17,0.49,3.26,34,47.2,77.36,1,Overheating
1084,09-01-2024 22:24,63.39,0.61,2.71,58,54.33,76.23,1,Good_Maintenance
1001,16-01-2024 20:42,60.68,0.43,3.8,40,55.17,85.31,1,Good_Maintenance
1017,06-01-2024 16:17,68.45,0.59,2.59,61,47.61,80.99,1,Good_Maintenance
1046,29-01-2024 06:19,66.8,0.58,3.72,60,52.64,79.67,0,Electrical
1032,09-01-2024 05:24,72.13,0.83,2.47,73,62.84,80.83,1,Good_Maintenance
1097,06-01-2024 23:14,76.34,0.68,3.92,69,38.87,82.86,0,Electrical
1083,10-01-2024 07:38,67,0.59,3.36,46,52.26,84.36,1,Good_Maintenance
1034,25-01-2024 04:54,86.85,0.59,2.99,56,55.72,85.01,1,Overheating
1050,17-01-2024 01:08,79.85,0.53,2.65,68,57.98,82.15,1,Overheating
1017,08-01-2024 05:39,63.89,0.56,3.19,41,59.6,86.49,1,Good_Maintenance
1087,16-01-2024 15:39,69.37,0.61,3.38,33,57.24,70.89,1,Good_Maintenance
1071,09-01-2024 21:55,74.23,0.89,3.22,57,61.95,85.47,0,Wear
1029,13-01-2024 04:13,63.37,0.66,3.04,57,45.95,78.98,1,Good_Maintenance
1043,21-01-2024 11:55,53.48,0.44,2.91,26,64.59,74.23,0,Hydraulic
1052,25-01-2024 22:41,85.44,0.99,3.67,38,51.24,85.28,1,Overheating
1009,30-01-2024 03:28,61.14,0.76,3.07,61,58.74,80.24,1,Good_Maintenance
1086,16-01-2024 12:02,76.82,0.75,3.35,57,36.91,84.69,0,Wear
1051,08-01-2024 02:23,75.6,0.57,3.42,25,56.63,78.79,0,Electrical
1048,08-01-2024 03:13,63.47,0.72,2.7,71,51.54,81.84,0,Wear
1010,24-01-2024 06:39,85.68,0.65,3.16,46,46.99,79.25,1,Overheating
1065,17-01-2024 18:40,70.52,0.4,3.73,54,62.94,80.15,0,Electrical
1057,07-01-2024 03:29,71.1,0.67,3.32,51,52.24,77.18,1,Good_Maintenance
1089,18-01-2024 19:36,57.69,0.41,3.38,57,52.02,74.11,1,Good_Maintenance
1035,08-01-2024 04:28,53.1,0.64,3.03,40,35.71,74.89,1,Good_Maintenance
1032,13-01-2024 10:44,68.06,0.66,3.64,34,43.14,81.17,0,Electrical
1046,28-01-2024 00:55,80.38,0.46,3.98,51,51.84,77.28,1,Overheating
1012,28-01-2024 04:12,55.11,0.62,2.89,61,43.26,82.74,1,Good_Maintenance
1039,02-01-2024 09:03,71.16,0.69,3.51,26,64.52,79.34,1,Good_Maintenance
1088,18-01-2024 06:50,70.65,0.52,2.65,54,47.07,77.65,1,Good_Maintenance
1067,11-01-2024 03:49,79.93,0.67,3.44,70,40.36,88.75,0,Electrical
1041,08-01-2024 19:53,78.13,0.79,3.38,67,38.84,76.96,0,Wear
1018,23-01-2024 00:59,71.12,0.73,2.74,43,48.67,80.89,1,Good_Maintenance
1081,29-01-2024 01:36,69.25,0.55,3.57,43,58.51,88.7,1,Good_Maintenance
1093,06-01-2024 11:34,64.24,0.82,2.8,59,40.61,84.67,0,Wear
1018,17-01-2024 21:43,60.84,0.71,3.97,35,39.55,81.58,0,Wear
1057,30-01-2024 22:15,64.99,0.57,3.26,56,44.24,76.59,1,Good_Maintenance
1022,22-01-2024 15:34,61.15,0.51,3.14,40,49.33,69.83,1,Good_Maintenance
1053,05-01-2024 19:00,69.16,0.69,2.93,41,39.43,67.03,0,Mechanical
1079,03-01-2024 15:20,69.72,0.76,3.44,53,51.21,78.07,1,Good_Maintenance
1064,25-01-2024 11:26,67.8,0.77,3.34,44,65.56,88.62,0,Wear
1011,30-01-2024 16:15,70.87,0.69,3.26,60,49.86,76.15,1,Good_Maintenance
1023,30-01-2024 19:26,66.33,0.55,2.9,71,45.92,74.93,1,Good_Maintenance
1033,05-01-2024 21:34,76.73,0.69,3.09,48,61.18,78.81,0,Hydraulic
1052,27-01-2024 23:07,71.83,0.47,2.9,67,38.48,80.66,1,Good_Maintenance
1007,30-01-2024 16:07,66.13,0.64,2.51,72,55.31,81.4,1,Good_Maintenance
1017,29-01-2024 14:41,60.67,0.87,3.14,28,50.27,85.79,1,Good_Maintenance
1056,21-01-2024 09:33,69.35,0.45,2.75,29,66.93,75.62,0,Hydraulic
1004,20-01-2024 02:45,79.13,0.52,4.01,43,62.54,86.36,0,Electrical
1025,28-01-2024 01:37,74.72,0.74,3.95,72,30.44,83.26,1,Good_Maintenance
1029,05-01-2024 22:35,76.07,0.47,3.34,48,52.09,77.04,0,Hydraulic
1053,22-01-2024 14:27,75.79,0.83,2.47,72,35.41,75.42,1,Overheating
1012,22-01-2024 04:06,79.73,0.75,3.38,25,61.41,73.38,1,Overheating
1082,10-01-2024 01:48,76.9,0.75,3.11,59,40.47,85.83,1,Overheating
1028,13-01-2024 22:40,71.19,0.77,3.65,26,57.87,78.46,0,Wear
1002,23-01-2024 07:58,66.74,0.41,3.61,34,61.51,78.44,0,Electrical
1089,26-01-2024 02:16,77.01,0.44,2.9,30,31.78,81.22,1,Overheating
1057,12-01-2024 04:48,50.65,0.8,3.05,64,64.74,74.45,1,Good_Maintenance
1075,18-01-2024 07:42,80.14,0.55,3.02,62,61.23,87.6,0,Hydraulic
1001,02-01-2024 23:07,75.52,0.59,3.03,44,39.47,81.65,0,Mechanical
1074,12-01-2024 02:30,83.11,0.71,2.57,43,61.61,81.51,1,Overheating
1027,25-01-2024 11:35,61.04,0.62,3.35,72,38.01,79.53,0,Mechanical
1081,14-01-2024 21:07,79.3,0.76,3.23,60,59.09,73.14,0,Wear
1076,15-01-2024 12:21,75.31,0.69,3.07,72,49.09,85.3,1,Overheating
1085,12-01-2024 07:17,65.14,0.57,3.31,53,35.8,91.35,1,Good_Maintenance
1075,02-01-2024 03:23,68.91,0.59,3.33,65,64.76,75.75,0,Hydraulic
1001,17-01-2024 11:29,68.35,0.64,3.67,48,64.74,75.36,0,Electrical
1006,15-01-2024 15:27,67.08,0.66,3.56,33,51.92,75.74,0,Electrical
1025,16-01-2024 03:38,59.21,0.72,3.61,56,50.22,76.35,0,Wear
1089,01-01-2024 00:19,79.39,0.62,2.84,64,45.99,87.3,0,Hydraulic
1087,24-01-2024 05:23,62.43,0.59,2.75,29,55.53,74.92,1,Good_Maintenance
1075,07-01-2024 13:37,61.6,0.57,3.58,45,54.09,91.79,0,Electrical
1015,24-01-2024 13:22,79.59,0.54,3.88,41,65.26,89.36,0,Electrical
1022,07-01-2024 19:40,58.78,0.84,3.54,48,52.1,84.04,0,Wear
1039,23-01-2024 17:50,67.58,0.47,3.33,51,64,82.99,1,Good_Maintenance
1059,30-01-2024 13:46,62.05,0.41,3.2,72,31.4,84.41,1,Good_Maintenance
1072,26-01-2024 08:04,83.09,0.73,4.34,42,58.1,77.32,0,Wear
1031,27-01-2024 09:30,79.15,0.67,3.53,46,51.78,74.3,1,Overheating
1014,27-01-2024 05:50,63.43,0.91,3.12,30,53.59,80.67,0,Wear
1012,16-01-2024 21:09,62.02,0.59,3.99,52,68.18,73.28,0,Electrical
1004,24-01-2024 21:41,76.14,0.6,3.89,66,61.07,76.35,1,Overheating
1074,02-01-2024 17:42,73.47,0.48,2.63,44,46.5,83.94,0,Hydraulic
1073,12-01-2024 13:45,67.17,0.62,2.71,40,41.48,82.11,0,Wear
1051,18-01-2024 18:40,66.43,0.34,3.12,43,30.84,87.09,1,Good_Maintenance
1076,21-01-2024 09:54,68.13,0.32,3.71,32,54.5,78.6,1,Good_Maintenance
1040,10-01-2024 18:46,77.22,0.52,2.97,42,62.3,88.9,1,Overheating
1052,26-01-2024 02:51,82.57,0.61,2.79,61,62.68,76.75,0,Mechanical
1049,24-01-2024 14:43,84.58,0.51,3.53,69,45.96,84.6,0,Electrical
1014,10-01-2024 03:09,64.12,0.51,2.43,71,62.51,80.87,0,Hydraulic
1006,22-01-2024 02:34,70.46,0.37,3.06,55,62.71,85.57,0,Hydraulic
1039,10-01-2024 23:56,80.75,0.69,2.77,62,59.66,76.4,0,Hydraulic
1027,17-01-2024 04:44,63.04,0.49,3.2,26,50.52,84.48,1,Good_Maintenance
1031,12-01-2024 22:09,64.54,0.85,2.82,56,49.55,82.43,0,Wear
1098,19-01-2024 05:23,76.37,0.59,3.14,39,55.35,75.78,0,Hydraulic
1014,22-01-2024 12:56,66.25,0.44,3.37,35,56.82,91.38,1,Good_Maintenance
1099,03-01-2024 05:14,58.2,0.25,3.25,29,45.25,79.47,0,Hydraulic
1084,23-01-2024 11:58,63.38,0.42,2.99,66,46.38,84.34,1,Good_Maintenance
1069,04-01-2024 07:49,77.92,0.59,3.06,53,52.69,83.19,1,Overheating
1064,14-01-2024 23:59,71.99,0.24,4.1,44,43.81,73.98,1,Good_Maintenance
1003,04-01-2024 17:10,57.5,0.48,3.55,44,44.92,85.01,1,Good_Maintenance
1010,24-01-2024 03:01,65.13,0.52,3.11,42,32.4,74.16,0,Mechanical
1025,18-01-2024 08:17,84.58,0.49,3.27,36,39.91,78.02,0,Mechanical
1060,26-01-2024 07:11,69.44,0.51,3.38,73,57.44,81.81,0,Hydraulic
1036,01-01-2024 02:09,68.05,0.53,2.9,41,60.07,80.38,0,Hydraulic
1022,25-01-2024 01:06,70.07,0.48,3.2,28,49.61,83.25,0,Hydraulic
1092,20-01-2024 03:09,71.64,0.82,2.77,43,57.91,68.47,0,Good_Maintenance
1084,09-01-2024 13:42,66.87,0.51,2.8,47,27.69,73,1,Good_Maintenance
1090,26-01-2024 06:57,80.72,0.21,3.55,51,54.28,83.51,1,Overheating
1039,08-01-2024 14:58,66.23,0.35,3.6,74,35.41,79.28,1,Good_Maintenance
1076,27-01-2024 03:08,77.95,0.69,3.66,66,41.6,81.94,0,Electrical
1022,30-01-2024 07:00,84.58,0.67,3.17,70,56.49,82.3,1,Overheating
1015,07-01-2024 03:13,73.02,0.52,3,69,58.19,75.25,1,Good_Maintenance
1093,24-01-2024 06:11,61.62,0.39,3.2,38,30.95,73.68,1,Good_Maintenance
1060,21-01-2024 11:13,71.51,0.71,2.48,28,33.33,84.06,0,Wear
1067,01-01-2024 12:17,65.49,0.36,3.76,28,43.29,76.67,0,Electrical
1079,21-01-2024 10:29,77.18,0.66,2.12,48,32.08,81.35,1,Overheating
1030,01-01-2024 21:39,71.66,0.54,3.59,47,45.86,79.7,1,Good_Maintenance
1052,01-01-2024 05:39,69.05,0.67,2.8,60,58.67,74.63,0,Hydraulic
1024,23-01-2024 20:40,61.93,0.52,3.2,35,34.48,77.79,0,Mechanical
1043,30-01-2024 10:21,55.11,0.82,2.86,57,70.13,85.39,1,Good_Maintenance
1011,14-01-2024 11:55,63.51,0.32,2.87,62,47.39,81.25,1,Good_Maintenance
1089,24-01-2024 01:14,75.21,0.69,2.22,29,53.72,78.67,0,Overheating
1096,18-01-2024 00:29,79.46,0.55,2.69,51,39.72,82.35,1,Overheating
1091,30-01-2024 05:35,67.52,0.49,3.56,61,60.41,87.25,0,Electrical
1008,01-01-2024 22:53,62.44,0.79,2.71,51,52.34,80.27,0,Wear
1011,05-01-2024 22:02,71.52,0.45,2.69,55,52.55,90.97,0,Hydraulic
1068,18-01-2024 17:32,75.51,0.64,3.16,36,53.87,82.01,0,Hydraulic
1053,30-01-2024 15:01,76.22,0.62,2.27,71,37.07,78.91,0,Mechanical
1053,14-01-2024 02:26,71.56,0.42,3.06,30,54.11,82.25,1,Good_Maintenance
1027,06-01-2024 06:33,86.56,0.72,3.3,36,57.04,91.71,1,Overheating
1055,07-01-2024 14:15,80.15,0.9,3.35,38,34.69,87.27,0,Wear
1098,06-01-2024 10:37,60.22,0.84,2.79,46,47.31,73.32,1,Overheating
1068,08-01-2024 18:12,58.26,0.66,3.68,35,46.92,72.87,0,Electrical
1097,13-01-2024 23:20,60.96,0.57,3.61,64,50.42,78.97,1,Good_Maintenance
1097,22-01-2024 01:46,79.35,0.72,2.51,63,57.22,91.42,0,Wear
1076,30-01-2024 22:05,56.33,0.75,3.49,62,58.18,81.17,0,Wear
1057,17-01-2024 06:12,73.66,0.61,3.26,37,49,76.77,0,Hydraulic
1077,16-01-2024 21:03,68.64,0.24,3.4,30,59.56,90.53,1,Good_Maintenance
1074,22-01-2024 09:24,60.04,0.37,2.95,44,36.23,85.36,1,Good_Maintenance
1041,08-01-2024 14:14,71.99,0.67,2.68,26,52.61,78.74,1,Good_Maintenance
1037,22-01-2024 08:03,68.59,0.65,3.14,35,29.86,77.28,0,Mechanical
1067,15-01-2024 04:05,76.46,0.53,3.35,32,45.02,85.26,0,Hydraulic
1052,14-01-2024 00:28,56.98,0.64,3.36,54,54.82,75.45,1,Good_Maintenance
1032,04-01-2024 15:10,62.85,0.38,3.34,51,57.14,77.7,1,Good_Maintenance
1070,16-01-2024 12:34,63.01,0.57,2.77,28,52.94,80.9,0,Hydraulic
1055,07-01-2024 05:14,75.29,0.55,3.75,31,65.74,77.76,1,Good_Maintenance
1071,17-01-2024 01:39,68.1,0.31,3.68,71,51.09,75.67,1,Good_Maintenance
1050,13-01-2024 01:48,79.45,0.61,3.3,48,32.96,82.03,0,Mechanical
1073,28-01-2024 15:45,66.81,0.37,2.82,56,27.26,80.97,1,Good_Maintenance
1042,26-01-2024 08:43,71.77,0.73,3.31,43,40.08,81.36,1,Good_Maintenance
1014,25-01-2024 17:34,81.87,0.65,3.03,66,40.02,70.16,0,Mechanical
1037,25-01-2024 19:32,55.82,0.5,3.06,59,50.38,85.71,1,Good_Maintenance
1014,29-01-2024 22:06,70.23,0.45,3.47,66,44.49,70.6,1,Good_Maintenance
1004,15-01-2024 14:21,69.75,0.39,3.03,27,40.48,81.65,1,Good_Maintenance
1092,20-01-2024 05:42,63.7,0.53,3.77,42,44.17,91.51,1,Good_Maintenance
1082,25-01-2024 16:03,68.69,0.72,3.45,61,46.62,84.64,0,Wear
1053,14-01-2024 06:36,72.5,0.55,3.6,46,41.64,78.64,1,Good_Maintenance
1050,05-01-2024 11:53,64.03,0.57,2.84,57,50.39,77.53,1,Good_Maintenance
1009,16-01-2024 18:55,70.44,0.43,2.95,62,59.47,79.53,0,Hydraulic
1011,24-01-2024 22:21,61.84,0.52,2.7,63,43.51,85.87,1,Good_Maintenance
1003,08-01-2024 16:44,68.37,0.57,3.73,58,50.83,83.13,1,Good_Maintenance
1094,20-01-2024 23:16,77.43,0.62,4.35,73,70.7,80.23,0,Electrical
1017,12-01-2024 20:28,77.8,0.57,3.41,47,52.45,85.23,0,Electrical
1079,21-01-2024 01:56,79.38,0.67,3.3,59,60.9,73.59,0,Hydraulic
1035,03-01-2024 00:39,69.19,0.7,3.01,53,45.27,77.11,0,Hydraulic
1024,17-01-2024 08:30,67.39,0.83,3.85,26,61.69,77.55,1,Good_Maintenance
1086,26-01-2024 08:44,75.9,0.63,3.18,74,41.96,85.64,0,Mechanical
1075,03-01-2024 06:43,79.34,0.66,2.94,38,56.02,81.38,1,Overheating
1097,04-01-2024 06:11,70.67,0.52,2.61,72,60.77,92.41,0,Hydraulic
1035,17-01-2024 02:52,82.1,0.83,2.78,68,65.42,84.19,0,Wear
1066,28-01-2024 20:38,75.68,0.53,3.23,74,51.26,76.56,1,Overheating
1008,20-01-2024 20:42,65.43,0.69,2.47,32,47.3,84.87,1,Good_Maintenance
1060,13-01-2024 04:20,66.4,0.53,2.71,25,36.17,76.58,1,Good_Maintenance
1052,25-01-2024 21:09,69.68,0.58,3.87,52,49.26,77.94,1,Good_Maintenance
1017,05-01-2024 02:39,57.44,0.6,3.53,27,58.04,79.6,1,Good_Maintenance
1042,16-01-2024 11:17,65.57,0.31,3.07,31,56.98,81.65,0,Hydraulic
1034,13-01-2024 06:36,79.13,0.63,3.58,58,49.81,81.11,0,Electrical
1062,30-01-2024 18:04,80.76,0.59,2.89,72,53.71,81.09,1,Overheating
1097,07-01-2024 18:32,72.29,0.5,3.51,56,66.71,75.13,1,Good_Maintenance
1077,12-01-2024 02:52,73.63,0.45,3.05,33,56.81,79.98,1,Good_Maintenance
1003,07-01-2024 08:55,67.52,0.5,3.99,59,47.66,81.56,1,Good_Maintenance
1092,29-01-2024 05:50,64.88,0.44,2.74,43,49.97,84.32,0,Hydraulic
1040,02-01-2024 10:27,74.56,0.52,3.81,70,56.76,77.67,0,Electrical
1044,22-01-2024 20:38,66.48,0.5,3.15,39,55.94,66.24,0,Hydraulic
1049,19-01-2024 08:39,83.52,0.55,2.45,55,72.57,85.61,0,Hydraulic
1078,25-01-2024 03:07,73.27,0.71,3.32,40,66.51,82.84,1,Good_Maintenance
1027,21-01-2024 16:50,73.56,0.46,3.48,71,39.75,73.34,0,Electrical
1041,13-01-2024 17:02,61.52,0.51,3.8,70,43.5,72.62,0,Electrical
1079,01-01-2024 11:40,51.45,0.62,3.5,61,62.78,83.31,0,Electrical
1075,26-01-2024 13:34,73.56,0.45,2.83,31,42.23,78.49,1,Good_Maintenance
1068,25-01-2024 04:41,66.02,0.71,3.62,59,51.69,72.9,0,Wear
1097,03-01-2024 02:48,77.87,0.46,3.22,53,66.24,74.68,0,Hydraulic
1000,24-01-2024 02:50,62.7,0.62,2.57,26,53.12,79.3,1,Good_Maintenance
1038,08-01-2024 17:01,65.75,0.76,3.17,72,59.83,76.21,0,Wear
1095,21-01-2024 16:18,78.96,0.45,2.73,58,52.21,77.5,1,Overheating
1089,20-01-2024 01:05,73.49,0.48,3.14,59,49.29,80.39,1,Good_Maintenance
1016,29-01-2024 19:49,61.99,0.53,3.49,55,31.59,85.23,0,Electrical
1090,13-01-2024 09:32,70.27,0.6,2.75,36,52.57,82.88,0,Hydraulic
1087,18-01-2024 00:20,85.23,0.58,3.32,25,44.7,81.13,0,Mechanical
1034,09-01-2024 19:14,71.15,0.6,3.63,71,63.43,87.07,0,Electrical
1045,17-01-2024 02:35,68.82,0.68,2.95,53,24.75,75.3,0,Mechanical
1041,17-01-2024 22:11,77.16,0.57,3.09,25,44.93,79.7,1,Overheating
1038,23-01-2024 22:53,72.82,0.38,3.63,25,63.89,76.98,0,Electrical
1089,09-01-2024 07:17,81.55,0.79,3.65,39,69.56,79.34,0,Overheating
1048,05-01-2024 22:28,76.04,0.66,2.74,27,61.53,79.77,1,Overheating
1061,13-01-2024 09:09,77.25,0.41,2.78,38,56.69,76.8,0,Hydraulic
1037,05-01-2024 01:17,81.94,0.57,3.52,34,32.76,78.13,0,Electrical
1022,11-01-2024 10:32,67.61,0.72,3.11,27,39.41,83.36,1,Good_Maintenance
1021,24-01-2024 18:34,65.21,0.46,3.14,44,59.29,79.45,0,Hydraulic
1003,19-01-2024 07:12,59.23,0.74,2.5,74,37.1,65.49,0,Wear
1048,21-01-2024 23:35,68.31,0.45,3.02,60,47.65,83.49,0,Wear
1058,07-01-2024 07:46,59.53,0.66,3.13,51,46.89,82.72,1,Good_Maintenance
1072,29-01-2024 15:27,72.92,0.22,3.49,73,54.19,73.62,1,Good_Maintenance
1067,20-01-2024 23:26,65.09,0.74,3.05,60,56.7,87.6,0,Wear
1070,30-01-2024 21:28,77.7,0.32,3.49,71,24.61,78.76,1,Overheating
1086,27-01-2024 21:00,76.23,0.78,3.13,35,52.85,85.06,1,Overheating
1001,07-01-2024 22:36,66.88,0.43,3.7,27,43.19,80.21,0,Electrical
1048,01-01-2024 19:38,77.81,0.88,3.19,48,55.56,77.57,1,Overheating
1087,25-01-2024 12:39,71.19,0.62,2.99,63,32.21,81.94,0,Mechanical
1094,12-01-2024 03:05,55.83,0.75,2.91,34,60.16,77.39,0,Wear
1030,07-01-2024 19:00,62.09,0.57,2.79,50,42.86,79.23,1,Good_Maintenance
1039,16-01-2024 18:26,64.21,0.37,3.33,56,46.13,72.14,1,Good_Maintenance
1047,30-01-2024 19:16,70.08,0.46,3.98,32,66.31,78.48,1,Good_Maintenance
